# power spectrum of hij
# redshift z=50.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.457090e-01   1.475068e-24   3.973643e-09   1.253956e-25   96
  3.471927e-01   1.436391e-24   2.617995e-04   8.066690e-26   144
  3.481071e-01   1.282078e-24   2.573258e-04   4.251469e-26   456
  3.495904e-01   1.324898e-24   0.000000e+00   8.249221e-26   120
  3.501414e-01   1.251009e-24   0.000000e+00   6.716447e-26   144
  3.512407e-01   1.238987e-24   0.000000e+00   1.191004e-25   24
  3.519456e-01   1.461288e-24   2.473498e-04   5.304361e-26   336
  3.531645e-01   1.334303e-24   2.727931e-04   7.289698e-26   198
  3.543067e-01   1.236577e-24   2.652756e-04   4.521732e-26   432
  3.556041e-01   1.706866e-24   0.000000e+00   1.874984e-25   48
  3.562810e-01   1.271089e-24   2.341925e-04   5.020987e-26   384
  3.574963e-01   1.134608e-24   2.696052e-04   5.326379e-26   144
  3.585975e-01   1.237564e-24   2.676825e-04   5.394855e-26   264
  3.599147e-01   1.009478e-24   0.000000e+00   1.031207e-25   48
  3.607984e-01   1.248137e-24   2.545223e-04   4.804923e-26   276
  3.616510e-01   1.085403e-24   2.307176e-04   4.545939e-26   192
  3.627906e-01   1.036346e-24   2.592759e-04   3.189160e-26   552
  3.641741e-01   1.145283e-24   8.991328e-09   7.559556e-26   120
  3.649965e-01   1.014491e-24   2.624511e-04   5.070154e-26   216
  3.657587e-01   1.100213e-24   4.495664e-09   7.279673e-26   120
  3.671201e-01   1.109016e-24   2.584500e-04   3.744638e-26   408
  3.683844e-01   1.022391e-24   5.619580e-09   1.336898e-25   24
  3.691684e-01   1.048979e-24   2.610810e-04   3.729992e-26   384
  3.702633e-01   9.854189e-25   2.550855e-04   4.464111e-26   240
  3.712141e-01   9.244329e-25   2.569535e-04   5.424837e-26   168
  3.725471e-01   8.221040e-25   6.357829e-09   5.656794e-26   120
  3.734064e-01   9.943310e-25   2.678605e-04   3.726361e-26   350
  3.748037e-01   9.043882e-25   4.409502e-04   3.221066e-26   384
  3.756388e-01   9.014397e-25   0.000000e+00   4.481687e-26   144
  3.771752e-01   8.660845e-25   1.059638e-08   3.939658e-26   288
  3.779773e-01   7.434366e-25   2.524053e-04   3.093564e-26   336
  3.790686e-01   8.885169e-25   2.297941e-04   5.138476e-26   168
  3.797219e-01   8.211878e-25   4.541306e-09   3.282143e-26   336
  3.810732e-01   8.227730e-25   2.385126e-04   3.393800e-26   288
  3.818848e-01   8.662955e-25   2.247398e-04   3.722731e-26   264
  3.832590e-01   7.921948e-25   0.000000e+00   3.470016e-26   240
  3.837616e-01   7.511015e-25   7.947286e-09   8.055150e-26   96
  3.855656e-01   8.119824e-25   3.056310e-04   2.929712e-26   360
  3.864075e-01   6.996661e-25   2.253025e-04   3.889166e-26   168
  3.874713e-01   7.777416e-25   2.456032e-04   2.471881e-26   456
  3.887523e-01   7.090145e-25   7.064254e-09   4.467575e-26   108
  3.894728e-01   7.325907e-25   2.464311e-04   3.215782e-26   264
  3.903716e-01   6.832798e-25   2.198567e-04   3.039739e-26   264
  3.916025e-01   6.678256e-25   2.074668e-04   2.509240e-26   312
  3.931351e-01   5.466829e-25   1.541705e-04   2.406501e-26   270
  3.937775e-01   6.685848e-25   1.957388e-04   3.322011e-26   240
  3.949323e-01   7.233230e-25   2.421536e-04   2.515079e-26   384
  3.956334e-01   6.625224e-25   0.000000e+00   3.528638e-26   192
  3.969952e-01   7.294202e-25   1.942960e-04   3.196909e-26   240
  3.977852e-01   6.415792e-25   2.397927e-04   2.757171e-26   336
  3.992708e-01   5.916995e-25   2.413972e-04   1.819691e-26   480
  4.004761e-01   5.941862e-25   0.000000e+00   4.118100e-26   72
  4.011493e-01   5.924578e-25   2.353842e-04   2.922328e-26   240
  4.020650e-01   5.894632e-25   2.212289e-04   2.262174e-26   312
  4.031147e-01   6.431260e-25   2.390954e-04   2.909633e-26   240
  4.047009e-01   5.988515e-25   1.816506e-04   1.979054e-26   408
  4.053288e-01   5.709192e-25   1.663482e-04   2.199996e-26   336
  4.065560e-01   5.550933e-25   2.112212e-04   2.660393e-26   264
  4.071591e-01   5.993413e-25   0.000000e+00   4.314953e-26   144
  4.088370e-01   5.180193e-25   2.927651e-04   1.756079e-26   464
  4.097211e-01   5.099909e-25   2.328083e-04   2.935701e-26   168
  4.105939e-01   5.181662e-25   2.120376e-04   2.238027e-26   336
  4.121713e-01   5.246787e-25   2.227870e-04   1.891612e-26   414
  4.130606e-01   4.800516e-25   2.319080e-04   2.248666e-26   216
  4.141998e-01   5.866325e-25   5.619580e-09   3.638579e-26   96
  4.146649e-01   4.905491e-25   1.685874e-08   1.775226e-26   384
  4.162944e-01   4.970207e-25   2.314600e-04   1.724051e-26   492
  4.171676e-01   5.230993e-25   2.263480e-04   2.308955e-26   240
  4.181546e-01   5.259590e-25   2.298225e-04   1.954901e-26   312
  4.195176e-01   3.613578e-25   2.297469e-04   1.843453e-26   192
  4.203810e-01   4.422864e-25   2.226525e-04   1.562832e-26   504
  4.215265e-01   4.750185e-25   1.473998e-04   1.769742e-26   408
  4.224284e-01   4.108725e-25   4.515774e-04   2.276404e-26   168
